MainBranch,RemoteWork,Age,SurveyYear,ResponseId
I am a developer by profession,"Hybrid (some remote, some in-person)",45-54 years old,2022,433
I code primarily as a hobby,,18-24 years old,2022,434
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,435
I am a developer by profession,Full in-person,25-34 years old,2022,436
I am a developer by profession,,18-24 years old,2022,437
I am a developer by profession,Fully remote,18-24 years old,2022,438
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,439
I am a developer by profession,Fully remote,25-34 years old,2022,440
I am a developer by profession,Fully remote,25-34 years old,2022,441
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,442
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,443
I am a developer by profession,,18-24 years old,2022,444
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,445
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,446
I am a developer by profession,Fully remote,25-34 years old,2022,447
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,448
I am a developer by profession,"Hybrid (some remote, some in-person)",45-54 years old,2022,449
I am a developer by profession,,18-24 years old,2022,450
I code primarily as a hobby,,Prefer not to say,2022,451
I am learning to code,,18-24 years old,2022,452
I am a developer by profession,Fully remote,55-64 years old,2022,453
I am a developer by profession,Fully remote,25-34 years old,2022,454
I am a developer by profession,Fully remote,25-34 years old,2022,455
I code primarily as a hobby,,18-24 years old,2022,456
I code primarily as a hobby,,Under 18 years old,2022,457
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,458
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,459
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,460
I am learning to code,,25-34 years old,2022,461
I am a developer by profession,Fully remote,18-24 years old,2022,462
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,463
"I am not primarily a developer, but I write code sometimes as part of my work","Hybrid (some remote, some in-person)",25-34 years old,2022,464
"I am not primarily a developer, but I write code sometimes as part of my work","Hybrid (some remote, some in-person)",45-54 years old,2022,465
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,466
I am a developer by profession,Fully remote,25-34 years old,2022,467
I am a developer by profession,Fully remote,25-34 years old,2022,468
I am a developer by profession,Fully remote,18-24 years old,2022,469
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,470
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,471
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,472
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,473
I am a developer by profession,Fully remote,35-44 years old,2022,474
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,475
I am a developer by profession,,Under 18 years old,2022,476
"I used to be a developer by profession, but no longer am",,18-24 years old,2022,477
I am a developer by profession,Fully remote,55-64 years old,2022,478
I am a developer by profession,Fully remote,35-44 years old,2022,479
I code primarily as a hobby,,18-24 years old,2022,480
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,481
I code primarily as a hobby,Full in-person,18-24 years old,2022,482
I am a developer by profession,Fully remote,35-44 years old,2022,483
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,484
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,485
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,486
I am a developer by profession,Fully remote,18-24 years old,2022,487
I am a developer by profession,Fully remote,35-44 years old,2022,488
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,489
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,490
I am a developer by profession,Fully remote,18-24 years old,2022,491
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,492
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,493
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,494
I am a developer by profession,Fully remote,35-44 years old,2022,495
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,496
"I am not primarily a developer, but I write code sometimes as part of my work",Fully remote,35-44 years old,2022,497
I am a developer by profession,Fully remote,25-34 years old,2022,498
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,499
I am a developer by profession,Fully remote,25-34 years old,2022,500
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,501
I am a developer by profession,,18-24 years old,2022,502
I am a developer by profession,Full in-person,18-24 years old,2022,503
I code primarily as a hobby,,18-24 years old,2022,504
I am a developer by profession,Fully remote,25-34 years old,2022,505
I am learning to code,,18-24 years old,2022,506
I am a developer by profession,Fully remote,25-34 years old,2022,507
I am a developer by profession,Fully remote,35-44 years old,2022,508
I am a developer by profession,Fully remote,25-34 years old,2022,509
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,510
I am a developer by profession,Fully remote,18-24 years old,2022,511
I am a developer by profession,Fully remote,25-34 years old,2022,512
I am a developer by profession,Full in-person,25-34 years old,2022,513
I am a developer by profession,Fully remote,35-44 years old,2022,514
I am a developer by profession,Fully remote,45-54 years old,2022,515
I code primarily as a hobby,,,2022,516
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,517
I code primarily as a hobby,,18-24 years old,2022,518
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,519
"I am not primarily a developer, but I write code sometimes as part of my work","Hybrid (some remote, some in-person)",25-34 years old,2022,520
I am a developer by profession,,18-24 years old,2022,521
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,522
I am a developer by profession,Fully remote,25-34 years old,2022,523
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,524
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,525
I am a developer by profession,,25-34 years old,2022,526
I am a developer by profession,Fully remote,25-34 years old,2022,527
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,528
I am a developer by profession,Fully remote,25-34 years old,2022,529
I am a developer by profession,Full in-person,Prefer not to say,2022,530
I am a developer by profession,"Hybrid (some remote, some in-person)",45-54 years old,2022,531
I code primarily as a hobby,,18-24 years old,2022,532
I am learning to code,,18-24 years old,2022,533
I am a developer by profession,Fully remote,25-34 years old,2022,534
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,535
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,536
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,537
I am a developer by profession,Fully remote,35-44 years old,2022,538
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,539
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,540
I am a developer by profession,Fully remote,35-44 years old,2022,541
None of these,,,2022,542
I am a developer by profession,Fully remote,45-54 years old,2022,543
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,544
I am a developer by profession,,18-24 years old,2022,545
I am a developer by profession,Fully remote,25-34 years old,2022,546
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,547
I code primarily as a hobby,Full in-person,25-34 years old,2022,548
I am a developer by profession,Fully remote,35-44 years old,2022,549
"I am not primarily a developer, but I write code sometimes as part of my work",Full in-person,25-34 years old,2022,550
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,551
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,552
I am a developer by profession,Fully remote,25-34 years old,2022,553
I am a developer by profession,Fully remote,25-34 years old,2022,554
I am a developer by profession,,18-24 years old,2022,555
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,556
"I am not primarily a developer, but I write code sometimes as part of my work","Hybrid (some remote, some in-person)",25-34 years old,2022,557
I am a developer by profession,Fully remote,35-44 years old,2022,558
I am a developer by profession,Fully remote,35-44 years old,2022,559
I am a developer by profession,Fully remote,25-34 years old,2022,560
I am a developer by profession,Fully remote,25-34 years old,2022,561
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,562
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,563
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,564
I am a developer by profession,Fully remote,35-44 years old,2022,565
I code primarily as a hobby,Full in-person,18-24 years old,2022,566
"I am not primarily a developer, but I write code sometimes as part of my work",Full in-person,25-34 years old,2022,567
I am a developer by profession,Fully remote,18-24 years old,2022,568
"I used to be a developer by profession, but no longer am",,55-64 years old,2022,569
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,570
I am a developer by profession,Fully remote,18-24 years old,2022,571
"I am not primarily a developer, but I write code sometimes as part of my work","Hybrid (some remote, some in-person)",35-44 years old,2022,572
I am a developer by profession,Fully remote,35-44 years old,2022,573
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,574
"I am not primarily a developer, but I write code sometimes as part of my work",Fully remote,55-64 years old,2022,575
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,576
I am a developer by profession,Fully remote,25-34 years old,2022,577
I am a developer by profession,Fully remote,25-34 years old,2022,578
I am a developer by profession,Fully remote,18-24 years old,2022,579
"I am not primarily a developer, but I write code sometimes as part of my work",Fully remote,55-64 years old,2022,580
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,581
I am a developer by profession,Full in-person,25-34 years old,2022,582
I am a developer by profession,Fully remote,35-44 years old,2022,583
I am a developer by profession,Fully remote,25-34 years old,2022,584
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,585
I am a developer by profession,Fully remote,35-44 years old,2022,586
I am a developer by profession,Fully remote,18-24 years old,2022,587
I am a developer by profession,,18-24 years old,2022,588
I am a developer by profession,Fully remote,25-34 years old,2022,589
I am a developer by profession,Fully remote,25-34 years old,2022,590
I am a developer by profession,Fully remote,25-34 years old,2022,591
I am a developer by profession,Full in-person,25-34 years old,2022,592
I code primarily as a hobby,,,2022,593
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,594
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,595
I am a developer by profession,Fully remote,55-64 years old,2022,596
I code primarily as a hobby,,18-24 years old,2022,597
I am a developer by profession,Fully remote,25-34 years old,2022,598
I am a developer by profession,Fully remote,35-44 years old,2022,599
I am learning to code,,18-24 years old,2022,600
I am a developer by profession,Fully remote,18-24 years old,2022,601
I am a developer by profession,Fully remote,25-34 years old,2022,602
I code primarily as a hobby,,18-24 years old,2022,603
I am a developer by profession,Full in-person,18-24 years old,2022,604
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,605
I am a developer by profession,Fully remote,45-54 years old,2022,606
"I am not primarily a developer, but I write code sometimes as part of my work",,25-34 years old,2022,607
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,608
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,609
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,610
I am a developer by profession,"Hybrid (some remote, some in-person)",45-54 years old,2022,611
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,612
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,613
"I am not primarily a developer, but I write code sometimes as part of my work","Hybrid (some remote, some in-person)",35-44 years old,2022,614
I am a developer by profession,Fully remote,35-44 years old,2022,615
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,616
I am a developer by profession,"Hybrid (some remote, some in-person)",55-64 years old,2022,617
I am a developer by profession,Fully remote,35-44 years old,2022,618
I am a developer by profession,Fully remote,25-34 years old,2022,619
I am a developer by profession,Fully remote,45-54 years old,2022,620
I am a developer by profession,Fully remote,25-34 years old,2022,621
I am a developer by profession,Fully remote,25-34 years old,2022,622
I am a developer by profession,Full in-person,18-24 years old,2022,623
I am a developer by profession,Fully remote,35-44 years old,2022,624
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,625
I code primarily as a hobby,,18-24 years old,2022,626
I am a developer by profession,Fully remote,55-64 years old,2022,627
"I used to be a developer by profession, but no longer am","Hybrid (some remote, some in-person)",55-64 years old,2022,628
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,629
I am a developer by profession,Fully remote,25-34 years old,2022,630
I code primarily as a hobby,Fully remote,45-54 years old,2022,631
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,632
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,633
I am a developer by profession,Fully remote,35-44 years old,2022,634
I am a developer by profession,Fully remote,55-64 years old,2022,635
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,636
I am a developer by profession,Fully remote,35-44 years old,2022,637
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,638
I code primarily as a hobby,,Under 18 years old,2022,639
I am a developer by profession,Fully remote,35-44 years old,2022,640
I am a developer by profession,Fully remote,35-44 years old,2022,641
I am a developer by profession,Fully remote,25-34 years old,2022,642
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,643
I am a developer by profession,,18-24 years old,2022,644
I am a developer by profession,Full in-person,25-34 years old,2022,645
I am a developer by profession,Fully remote,25-34 years old,2022,646
I am a developer by profession,Fully remote,25-34 years old,2022,647
I am a developer by profession,Full in-person,18-24 years old,2022,648
I code primarily as a hobby,,18-24 years old,2022,649
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,650
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,651
I am a developer by profession,Fully remote,25-34 years old,2022,652
"I am not primarily a developer, but I write code sometimes as part of my work","Hybrid (some remote, some in-person)",18-24 years old,2022,653
I am a developer by profession,Fully remote,25-34 years old,2022,654
I am a developer by profession,Fully remote,35-44 years old,2022,655
I am learning to code,,25-34 years old,2022,656
I am a developer by profession,Fully remote,25-34 years old,2022,657
"I am not primarily a developer, but I write code sometimes as part of my work","Hybrid (some remote, some in-person)",25-34 years old,2022,658
I am learning to code,"Hybrid (some remote, some in-person)",18-24 years old,2022,659
I am a developer by profession,Fully remote,25-34 years old,2022,660
"I am not primarily a developer, but I write code sometimes as part of my work","Hybrid (some remote, some in-person)",18-24 years old,2022,661
I am a developer by profession,Fully remote,25-34 years old,2022,662
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,663
I am a developer by profession,Fully remote,35-44 years old,2022,664
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,665
I code primarily as a hobby,,Under 18 years old,2022,666
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,667
I am a developer by profession,Fully remote,25-34 years old,2022,668
"I am not primarily a developer, but I write code sometimes as part of my work",Full in-person,45-54 years old,2022,669
"I used to be a developer by profession, but no longer am",,55-64 years old,2022,670
I am a developer by profession,Fully remote,25-34 years old,2022,671
I am a developer by profession,Fully remote,25-34 years old,2022,672
I am a developer by profession,Full in-person,45-54 years old,2022,673
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,674
I am a developer by profession,Fully remote,45-54 years old,2022,675
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,676
I am a developer by profession,Fully remote,18-24 years old,2022,677
I am a developer by profession,Fully remote,25-34 years old,2022,678
I am a developer by profession,Fully remote,55-64 years old,2022,679
I code primarily as a hobby,,18-24 years old,2022,680
I am learning to code,,25-34 years old,2022,681
I am a developer by profession,Full in-person,18-24 years old,2022,682
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,683
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,684
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,685
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,686
I code primarily as a hobby,,18-24 years old,2022,687
I am a developer by profession,Fully remote,45-54 years old,2022,688
I am a developer by profession,Full in-person,25-34 years old,2022,689
I am learning to code,,25-34 years old,2022,690
I am a developer by profession,Fully remote,45-54 years old,2022,691
I code primarily as a hobby,,Under 18 years old,2022,692
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,693
I am a developer by profession,,25-34 years old,2022,694
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,695
I am a developer by profession,Fully remote,25-34 years old,2022,696
I code primarily as a hobby,,18-24 years old,2022,697
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,698
I am a developer by profession,Fully remote,25-34 years old,2022,699
I code primarily as a hobby,Full in-person,18-24 years old,2022,700
I am a developer by profession,Fully remote,25-34 years old,2022,701
I am a developer by profession,Fully remote,35-44 years old,2022,702
I am learning to code,,18-24 years old,2022,703
I am a developer by profession,Fully remote,45-54 years old,2022,704
None of these,,,2022,705
"I am not primarily a developer, but I write code sometimes as part of my work",Fully remote,35-44 years old,2022,706
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,707
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,708
I am a developer by profession,Fully remote,25-34 years old,2022,709
I code primarily as a hobby,,Under 18 years old,2022,710
I am a developer by profession,Fully remote,25-34 years old,2022,711
I am a developer by profession,Fully remote,18-24 years old,2022,712
I am learning to code,,18-24 years old,2022,713
I am a developer by profession,,25-34 years old,2022,714
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,715
I code primarily as a hobby,,Under 18 years old,2022,716
"I used to be a developer by profession, but no longer am",Fully remote,,2022,717
I am a developer by profession,Full in-person,Prefer not to say,2022,718
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,719
I am a developer by profession,Full in-person,25-34 years old,2022,720
"I am not primarily a developer, but I write code sometimes as part of my work",Fully remote,55-64 years old,2022,721
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,722
I am a developer by profession,Fully remote,25-34 years old,2022,723
I am a developer by profession,Fully remote,35-44 years old,2022,724
I am learning to code,,25-34 years old,2022,725
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,726
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,727
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,728
"I am not primarily a developer, but I write code sometimes as part of my work",Fully remote,35-44 years old,2022,729
I am a developer by profession,Fully remote,25-34 years old,2022,730
I code primarily as a hobby,,18-24 years old,2022,731
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,732
I code primarily as a hobby,Fully remote,18-24 years old,2022,733
I am a developer by profession,Fully remote,35-44 years old,2022,734
"I used to be a developer by profession, but no longer am",,25-34 years old,2022,735
I am a developer by profession,Fully remote,25-34 years old,2022,736
I am a developer by profession,Fully remote,18-24 years old,2022,737
I am a developer by profession,Fully remote,25-34 years old,2022,738
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,739
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,740
I am a developer by profession,Fully remote,25-34 years old,2022,741
I am a developer by profession,Fully remote,Prefer not to say,2022,742
I am a developer by profession,Fully remote,Under 18 years old,2022,743
I am a developer by profession,Fully remote,25-34 years old,2022,744
I am a developer by profession,Fully remote,35-44 years old,2022,745
I am a developer by profession,Fully remote,25-34 years old,2022,746
"I am not primarily a developer, but I write code sometimes as part of my work","Hybrid (some remote, some in-person)",25-34 years old,2022,747
I code primarily as a hobby,,,2022,748
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,749
"I used to be a developer by profession, but no longer am",,45-54 years old,2022,750
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,751
"I am not primarily a developer, but I write code sometimes as part of my work",Fully remote,25-34 years old,2022,752
I am a developer by profession,Full in-person,45-54 years old,2022,753
I am a developer by profession,Full in-person,18-24 years old,2022,754
I am a developer by profession,,18-24 years old,2022,755
I am a developer by profession,Fully remote,25-34 years old,2022,756
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,757
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,758
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,759
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,760
I am a developer by profession,Fully remote,25-34 years old,2022,761
I am a developer by profession,Full in-person,25-34 years old,2022,762
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,763
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,764
I am a developer by profession,Fully remote,,2022,765
I am a developer by profession,Fully remote,18-24 years old,2022,766
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,767
I am a developer by profession,Full in-person,35-44 years old,2022,768
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,769
I am learning to code,,18-24 years old,2022,770
I am a developer by profession,Fully remote,25-34 years old,2022,771
I am a developer by profession,Fully remote,25-34 years old,2022,772
I am a developer by profession,Fully remote,Prefer not to say,2022,773
I am a developer by profession,Fully remote,45-54 years old,2022,774
I am a developer by profession,Fully remote,35-44 years old,2022,775
I am a developer by profession,Fully remote,25-34 years old,2022,776
I am a developer by profession,Full in-person,25-34 years old,2022,777
I am a developer by profession,Full in-person,25-34 years old,2022,778
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,779
I am a developer by profession,Fully remote,35-44 years old,2022,780
I am a developer by profession,Fully remote,25-34 years old,2022,781
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,782
I am a developer by profession,Full in-person,25-34 years old,2022,783
I am a developer by profession,Fully remote,35-44 years old,2022,784
I am a developer by profession,,25-34 years old,2022,785
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,786
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,787
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,788
I am a developer by profession,,18-24 years old,2022,789
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,790
I code primarily as a hobby,Fully remote,,2022,791
I am a developer by profession,Fully remote,25-34 years old,2022,792
I code primarily as a hobby,,18-24 years old,2022,793
I code primarily as a hobby,Full in-person,18-24 years old,2022,794
I am a developer by profession,Fully remote,35-44 years old,2022,795
I am a developer by profession,Fully remote,35-44 years old,2022,796
I am a developer by profession,Fully remote,18-24 years old,2022,797
I am learning to code,Full in-person,18-24 years old,2022,798
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,799
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,800
I am a developer by profession,Fully remote,25-34 years old,2022,801
I am a developer by profession,Fully remote,35-44 years old,2022,802
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,803
I am a developer by profession,Full in-person,35-44 years old,2022,804
I am a developer by profession,Fully remote,35-44 years old,2022,805
I am a developer by profession,Fully remote,25-34 years old,2022,806
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,807
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,808
I am a developer by profession,Fully remote,35-44 years old,2022,809
"I am not primarily a developer, but I write code sometimes as part of my work",Fully remote,35-44 years old,2022,810
I am a developer by profession,"Hybrid (some remote, some in-person)",45-54 years old,2022,811
I code primarily as a hobby,Full in-person,18-24 years old,2022,812
I am learning to code,,18-24 years old,2022,813
I am a developer by profession,Fully remote,45-54 years old,2022,814
I am a developer by profession,Fully remote,35-44 years old,2022,815
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,816
I am a developer by profession,"Hybrid (some remote, some in-person)",45-54 years old,2022,817
"I am not primarily a developer, but I write code sometimes as part of my work",Full in-person,35-44 years old,2022,818
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,819
I am a developer by profession,Fully remote,35-44 years old,2022,820
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,821
I am learning to code,,18-24 years old,2022,822
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,823
I code primarily as a hobby,,Under 18 years old,2022,824
I am a developer by profession,,18-24 years old,2022,825
I am a developer by profession,Fully remote,35-44 years old,2022,826
I am a developer by profession,,25-34 years old,2022,827
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,828
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,829
I code primarily as a hobby,,Under 18 years old,2022,830
I code primarily as a hobby,,Under 18 years old,2022,831
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,832
I am a developer by profession,Fully remote,35-44 years old,2022,833
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,834
"I am not primarily a developer, but I write code sometimes as part of my work","Hybrid (some remote, some in-person)",18-24 years old,2022,835
I code primarily as a hobby,,Under 18 years old,2022,836
I code primarily as a hobby,,18-24 years old,2022,837
I am a developer by profession,Fully remote,25-34 years old,2022,838
I am a developer by profession,Fully remote,25-34 years old,2022,839
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,840
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,841
I am a developer by profession,Fully remote,25-34 years old,2022,842
I am a developer by profession,Fully remote,35-44 years old,2022,843
I am a developer by profession,Fully remote,25-34 years old,2022,844
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,845
I am a developer by profession,Fully remote,45-54 years old,2022,846
I am a developer by profession,,18-24 years old,2022,847
I am learning to code,,Under 18 years old,2022,848
I am a developer by profession,Fully remote,45-54 years old,2022,849
I am learning to code,,Under 18 years old,2022,850
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,851
I am a developer by profession,Fully remote,35-44 years old,2022,852
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,853
I am a developer by profession,Fully remote,25-34 years old,2022,854
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,855
"I used to be a developer by profession, but no longer am",,65 years or older,2022,856
I am a developer by profession,Fully remote,25-34 years old,2022,857
I am a developer by profession,Fully remote,35-44 years old,2022,858
I am a developer by profession,Fully remote,35-44 years old,2022,859
I am a developer by profession,Fully remote,18-24 years old,2022,860
I am a developer by profession,,65 years or older,2022,861
I am a developer by profession,Fully remote,25-34 years old,2022,862
I code primarily as a hobby,,,2022,863
I am a developer by profession,Fully remote,25-34 years old,2022,864
I am a developer by profession,Fully remote,25-34 years old,2022,865
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,866
I code primarily as a hobby,,18-24 years old,2022,867
"I am not primarily a developer, but I write code sometimes as part of my work",Full in-person,35-44 years old,2022,868
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,869
I am a developer by profession,"Hybrid (some remote, some in-person)",25-34 years old,2022,870
I am a developer by profession,Fully remote,35-44 years old,2022,871
I code primarily as a hobby,,18-24 years old,2022,872
I am a developer by profession,Fully remote,35-44 years old,2022,873
I am a developer by profession,Fully remote,45-54 years old,2022,874
I am a developer by profession,,18-24 years old,2022,875
I code primarily as a hobby,,Under 18 years old,2022,876
I am a developer by profession,"Hybrid (some remote, some in-person)",35-44 years old,2022,877
I am a developer by profession,Fully remote,35-44 years old,2022,878
I am a developer by profession,"Hybrid (some remote, some in-person)",18-24 years old,2022,879
I code primarily as a hobby,,18-24 years old,2022,880
I am a developer by profession,Fully remote,18-24 years old,2022,881
I am a developer by profession,Fully remote,35-44 years old,2022,882
I am a developer by profession,Fully remote,35-44 years old,2022,883
