ResponseId,Employment
960,"Student, part-time"
961,"Employed, full-time"
962,"Employed, part-time"
962,"Student, full-time"
963,"Employed, full-time"
964,"Student, full-time"
965,"Employed, full-time"
966,"Employed, full-time"
967,"Employed, full-time"
967,"Independent contractor, freelancer, or self-employed"
968,"Employed, full-time"
969,"Employed, full-time"
970,"Employed, full-time"
971,"Employed, full-time"
971,"Independent contractor, freelancer, or self-employed"
972,"Not employed, but looking for work"
973,"Employed, full-time"
974,"Employed, full-time"
974,"Student, part-time"
975,"Student, full-time"
976,"Employed, full-time"
977,"Employed, full-time"
978,"Employed, full-time"
979,"Employed, full-time"
980,"Employed, full-time"
981,"Employed, full-time"
982,"Not employed, but looking for work"
983,"Employed, full-time"
984,"Employed, full-time"
985,"Employed, full-time"
986,"Student, full-time"
987,"Employed, full-time"
988,"Employed, full-time"
989,"Employed, full-time"
990,"Employed, part-time"
990,"Independent contractor, freelancer, or self-employed"
990,"Student, full-time"
991,"Not employed, and not looking for work"
992,"Independent contractor, freelancer, or self-employed"
993,"Independent contractor, freelancer, or self-employed"
994,"Independent contractor, freelancer, or self-employed"
995,"Employed, full-time"
996,"Employed, full-time"
997,"Employed, full-time"
998,"Employed, full-time"
999,"Student, full-time"
1000,"Employed, full-time"
1001,"Student, full-time"
1002,"Independent contractor, freelancer, or self-employed"
1003,"Employed, full-time"
1004,"Employed, full-time"
1005,"Employed, full-time"
1006,"Employed, full-time"
1007,"Employed, full-time"
1007,"Independent contractor, freelancer, or self-employed"
1008,"Independent contractor, freelancer, or self-employed"
1009,"Employed, full-time"
1010,"Employed, full-time"
1011,"Employed, full-time"
1012,"Employed, full-time"
